Count;Train Loss;Train error;Val error
0;0.0;0.281640625;0.29320703125
1;0.0;0.23033203125;0.2448203125
2;0.0;0.21421875;0.20703125
3;0.0;0.20171875;0.19184375
4;0.0;0.19705078125;0.210216796875
5;0.0;0.17216796875;0.173806640625
6;0.0;0.15923828125;0.186587890625
7;0.0;0.16431640625;0.200140625
8;0.0;0.15953125;0.157279296875
9;0.0;0.14912109375;0.178177734375
10;0.0;0.1550390625;0.144619140625
11;0.0;0.15435546875;0.2284609375
12;0.0;0.15837890625;0.197294921875
13;0.0;0.14349609375;0.14356640625
14;0.0;0.1584765625;0.237310546875
15;0.0;0.15361328125;0.1918046875
16;0.0;0.15275390625;0.168380859375
17;0.0;0.16705078125;0.17291796875
18;0.0;0.1608984375;0.1682265625
19;0.0;0.15462890625;0.1485859375
20;0.0;0.1641796875;0.174275390625
21;0.0;0.1622265625;0.179177734375
22;0.0;0.13671875;0.14103515625
23;0.0;0.1445703125;0.175392578125
24;0.0;0.1540625;0.14248828125
25;0.0;0.15638671875;0.1998125
26;0.0;0.14140625;0.214853515625
27;0.0;0.14283203125;0.128455078125
28;0.0;0.14869140625;0.185322265625
29;0.0;0.1583984375;0.194966796875
30;0.0;0.1400390625;0.20283203125
31;0.0;0.15501953125;0.172642578125
32;0.0;0.15771484375;0.186333984375
33;0.0;0.16662109375;0.22142578125
34;0.0;0.17119140625;0.219330078125
35;0.0;0.1510546875;0.181794921875
36;0.0;0.1265234375;0.1894609375
