Count;Train Loss;Train error;Val error
0;0.0;0.3302734375;0.343322265625
1;0.0;0.2508984375;0.246943359375
2;0.0;0.2126953125;0.208640625
3;0.0;0.19849609375;0.19121875
4;0.0;0.192109375;0.209525390625
5;0.0;0.1729296875;0.20402734375
6;0.0;0.15978515625;0.181630859375
7;0.0;0.1609375;0.201095703125
8;0.0;0.15083984375;0.16211328125
9;0.0;0.15203125;0.17404296875
10;0.0;0.148203125;0.153875
11;0.0;0.14359375;0.1848671875
12;0.0;0.14029296875;0.1664296875
13;0.0;0.13720703125;0.1586953125
14;0.0;0.14029296875;0.17462890625
15;0.0;0.1355078125;0.143599609375
16;0.0;0.1283203125;0.146345703125
17;0.0;0.1282421875;0.13885546875
18;0.0;0.122421875;0.152373046875
19;0.0;0.12607421875;0.14049609375
20;0.0;0.11404296875;0.137484375
21;0.0;0.12185546875;0.146552734375
22;0.0;0.1216796875;0.13723828125
23;0.0;0.11611328125;0.148689453125
24;0.0;0.1189453125;0.139908203125
25;0.0;0.1201171875;0.1638046875
26;0.0;0.112734375;0.150521484375
27;0.0;0.1176171875;0.15453125
28;0.0;0.1168359375;0.134349609375
29;0.0;0.1048046875;0.139375
30;0.0;0.10970703125;0.141001953125
31;0.0;0.110078125;0.14558203125
32;0.0;0.10705078125;0.136453125
33;0.0;0.11162109375;0.138859375
34;0.0;0.11306640625;0.14675390625
35;0.0;0.1031640625;0.14234375
36;0.0;0.10181640625;0.141765625
37;0.0;0.1074609375;0.140041015625
